query,url,__term,searchQuery
,https://www.google.com.br/search?sca_esv=ee794735903e3348&hl=pt-BR&q=Sociedade+Esportiva+Palmeiras&stick=H4sIAAAAAAAAAOMwVOLUz9U3MLTMKU_6xciwgYXhFQs3F0IMiZdrYoQsV5GLzCupRFZpZoAil44sl4ysL9cyA5lnaojCy1rEKhucn5yZmpKYkqrgWlyQX1SSWZaoEJCYk5uaWZRYfItNkmH3oo6fLK77DTdaGm_cJPZ4O_sv97-1aTNWLuJQ8i8tASpSKEgtLs4H0iWJuUmHV-aC-IWlmcWJRYm5KzgYAafwimwDAQAA&sa=X&ved=2ahUKEwjHrp64-sSQAxUD0DQHHdJ7LDI4ChCz2gEoAHoECCoQCg,timão,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""timão"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=tim%C3%A3o&hl=pt-BR&start=10""}"
,https://www.google.com.br/search?sca_esv=ee794735903e3348&hl=pt-BR&q=S%C3%A3o+Paulo+Futebol+Clube&stick=H4sIAAAAAAAAAOMwVOLUz9U3MLTMNTH6xciwgYXhFQs3F1QspzwJiQdUgSxXkYvMK6lEVmlmgCKXjiyXjKwv1zIDmWdqiMLLWsQqEXx4cb5CQGJpTr6CW2lJalJ-joJzTmlS6i02SYbdizp-srjuN9xoabxxk9jj7ey_3P_Wps1YuYhDyb-0pCixWKEgtbg4H0iXJOYmHV6ZC-IXlmYWJxYl5q7gYAQAPlLQz_4AAAA&sa=X&ved=2ahUKEwjHrp64-sSQAxUD0DQHHdJ7LDI4ChCz2gEoAHoECCoQDw,timão,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""timão"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=tim%C3%A3o&hl=pt-BR&start=10""}"
,https://www.google.com.br/search?sca_esv=ee794735903e3348&hl=pt-BR&q=Santos+Futebol+Clube&stick=H4sIAAAAAAAAAOMwVOLUz9U3MLTMqcj9xciwgYXhFQs3F0ysPAmJl2tihCxXkYvMK6lEVmlmgCKXjiyXjKwv1zIDmWdqiMLLWsQqEpyYV5JfrOBWWpKalJ-j4JxTmpR6i02SYfeijp8srvsNN1oab9wk9ng7-y_3v7VpM1Yu4lDyLy0pSixWKEgtLs4H0iWJuUmHV-aC-IWlmcWJRYm5KzgYAUWG28_6AAAA&sa=X&ved=2ahUKEwjHrp64-sSQAxUD0DQHHdJ7LDI4ChCz2gEoAHoECCoQFA,timão,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""timão"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=tim%C3%A3o&hl=pt-BR&start=10""}"
,https://www.google.com.br/search?sca_esv=ee794735903e3348&hl=pt-BR&q=Flamengo&stick=H4sIAAAAAAAAAOMwVOLUz9U3MLTMKan8xciwgYXhFQs3F0ysPAmJl2tihCxXkYvMK6lEVmlmgCKXjiyXjKwv1zIDmWdqiMLLWsTK4ZaTmJual55_i02SYfeijp8srvsNN1oab9wk9ng7-y_3v7VpM1Yu4lDyLy0pSixWKEgtLs4H0iWJuUmHV-aC-IWlmcWJRYm5KzgYAY2_jZPuAAAA&sa=X&ved=2ahUKEwjHrp64-sSQAxUD0DQHHdJ7LDI4ChCz2gEoAHoECCoQGQ,timão,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""timão"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=tim%C3%A3o&hl=pt-BR&start=10""}"
,https://www.google.com.br/search?sca_esv=ee794735903e3348&hl=pt-BR&q=Cruzeiro+Esporte+Clube&stick=H4sIAAAAAAAAAOMwVOLUz9U3MLTMNTP4xciwgYXhFQs3F1QspzwJiZdrYoQsV5GLzCupRFZpZoAil44sl4ysL9cyA5lnaojCy1rEKuZcVFqVmlmUr-BaXJBfVJKq4JxTmpR6i02SYfeijp8srvsNN1oab9wk9ng7-y_3v7VpM1Yu4lDyLy0pSixWKEgtLs4H0iWJuUmHV-aC-IWlmcWJRYm5KzgYAeDcpxf8AAAA&sa=X&ved=2ahUKEwjHrp64-sSQAxUD0DQHHdJ7LDI4ChCz2gEoAHoECCoQHg,timão,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""timão"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=tim%C3%A3o&hl=pt-BR&start=10""}"
,https://www.google.com.br/search?sca_esv=ee794735903e3348&hl=pt-BR&q=Botafogo&stick=H4sIAAAAAAAAAOMwVOLUz9U3MLTMKUn_xciwgYXhFQs3F0ysPAmJl2tihCxXkYvMK6lEVmlmgCKXjiyXjKwv1zIDmWdqiMLLWsTK4ZRfkpiWn55_i02SYfeijp8srvsNN1oab9wk9ng7-y_3v7VpM1Yu4lDyLy0pSixWKEgtLs4H0iWJuUmHV-aC-IWlmcWJRYm5KzgYAcrLEhLuAAAA&sa=X&ved=2ahUKEwjHrp64-sSQAxUD0DQHHdJ7LDI4ChCz2gEoAHoECCoQIw,timão,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""timão"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=tim%C3%A3o&hl=pt-BR&start=10""}"
,https://www.google.com.br/search?sca_esv=ee794735903e3348&hl=pt-BR&q=Meu+Tim%C3%A3o&sa=X&ved=2ahUKEwjHrp64-sSQAxUD0DQHHdJ7LDI4ChDVAnoECDMQAQ,timão,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""timão"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=tim%C3%A3o&hl=pt-BR&start=10""}"
,https://www.google.com.br/search?sca_esv=ee794735903e3348&hl=pt-BR&q=Corinthians&sa=X&ved=2ahUKEwjHrp64-sSQAxUD0DQHHdJ7LDI4ChDVAnoECC4QAQ,timão,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""timão"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=tim%C3%A3o&hl=pt-BR&start=10""}"
,https://www.google.com.br/search?sca_esv=ee794735903e3348&hl=pt-BR&q=Meu+Tim%C3%A3o+loja&sa=X&ved=2ahUKEwjHrp64-sSQAxUD0DQHHdJ7LDI4ChDVAnoECDIQAQ,timão,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""timão"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=tim%C3%A3o&hl=pt-BR&start=10""}"
,https://www.google.com.br/search?sca_esv=ee794735903e3348&hl=pt-BR&q=ESPN+Corinthians&sa=X&ved=2ahUKEwjHrp64-sSQAxUD0DQHHdJ7LDI4ChDVAnoECDEQAQ,timão,"{""countryCode"": ""BR"", ""device"": ""DESKTOP"", ""domain"": ""google.com.br"", ""languageCode"": ""pt-BR"", ""locationUule"": null, ""page"": 2, ""resultsPerPage"": 10, ""term"": ""timão"", ""type"": ""SEARCH"", ""url"": ""http://www.google.com.br/search?q=tim%C3%A3o&hl=pt-BR&start=10""}"
